timestamp,open,high,low,close,volume,SMA_20,SMA_50,RSI,ATR,macd,macd_signal,macd_hist,upper_band,middle_band,lower_band,SMA_20_4h,SMA_50_4h,volatility,market_regime,sentiment,buy_signal,sell_signal,portfolio_value
2025-01-15 06:00:00,3230.31,3233.18,3216.62,3230.29,7189.0144,,,,,,,,,,,,,,ranging,0.037500000000000006,False,False,10000.0
2025-01-15 07:00:00,3230.29,3250.92,3230.29,3233.3,11190.0899,,,,,,,,,,,,,,ranging,0.037500000000000006,False,False,10000.0
2025-01-15 08:00:00,3233.3,3248.55,3230.5,3232.63,8482.1708,,,,,,,,,,,,,,ranging,0.037500000000000006,False,False,10000.0
2025-01-15 09:00:00,3232.64,3237.63,3196.71,3199.52,12325.7353,,,,,,,,,,,,,,ranging,0.037500000000000006,False,False,10000.0
2025-01-15 10:00:00,3199.52,3218.61,3198.19,3209.5,9279.9467,,,,,,,,,,,,,,ranging,0.037500000000000006,False,False,10000.0
2025-01-15 11:00:00,3209.51,3210.23,3186.36,3199.6,11051.1664,,,,,,,,,,,,,,ranging,0.037500000000000006,False,False,10000.0
2025-01-15 12:00:00,3199.61,3211.91,3186.73,3202.63,10724.6079,,,,,,,,,,,,,,ranging,0.037500000000000006,False,False,10000.0
2025-01-15 13:00:00,3202.63,3299.07,3202.22,3298.94,63216.9132,,,,,,,,,,,,,,ranging,0.037500000000000006,False,False,10000.0
2025-01-15 14:00:00,3298.93,3331.78,3276.03,3329.48,51262.6101,,,,,,,,,,,,,,ranging,0.037500000000000006,False,False,10000.0
2025-01-15 15:00:00,3329.49,3353.82,3324.98,3334.47,41882.4121,,,,,,,,,,,,,,ranging,0.037500000000000006,False,False,10000.0
2025-01-15 16:00:00,3334.47,3366.54,3334.2,3339.49,25666.0218,,,,,,,,,,,,,,ranging,0.037500000000000006,False,False,10000.0
2025-01-15 17:00:00,3339.49,3358.95,3323.91,3325.81,16436.6907,,,,,,,,,,,,,,ranging,0.037500000000000006,False,False,10000.0
2025-01-15 18:00:00,3325.82,3375.71,3325.82,3372.31,13727.1344,,,,,,,,,,,,,,ranging,0.037500000000000006,False,False,10000.0
2025-01-15 19:00:00,3372.32,3442.59,3368.37,3434.99,36412.04,,,,,,,,,,,,,,ranging,0.037500000000000006,False,False,10000.0
2025-01-15 20:00:00,3434.99,3473.75,3432.54,3434.01,38976.3346,,,81.7915106117354,40.23000000000008,,,,,,,,,0.011715166816637132,ranging,0.037500000000000006,False,False,10000.0
2025-01-15 21:00:00,3434.04,3447.0,3425.15,3432.41,13157.4547,,,81.3539975164772,38.91714285714293,,,,,,,,,0.011338139341495605,ranging,0.037500000000000006,False,False,10000.0
2025-01-15 22:00:00,3432.4,3435.9,3418.4,3430.78,8235.4263,,,80.87934829216704,37.38734693877557,,,,,,,,,0.010897622971678619,ranging,0.037500000000000006,False,False,10000.0
2025-01-15 23:00:00,3430.79,3454.11,3420.61,3451.52,13482.3476,,,82.29481656499325,37.109679300291596,,,,,,,,,0.01075169180543401,ranging,0.037500000000000006,False,False,10000.0
2025-01-16 00:00:00,3451.51,3460.79,3388.5,3398.82,33723.1161,,,68.43221894281774,39.62255935027076,,,,,,,,,0.011657739848026892,ranging,0.037500000000000006,False,False,10000.0
2025-01-16 01:00:00,3398.82,3413.43,3392.62,3403.37,13357.8024,3324.693499999999,,68.91902087404411,38.278805110965706,,,,3505.379887453592,3324.693499999999,3144.007112546406,,,0.01124732400854615,ranging,0.037500000000000006,False,False,10000.0
2025-01-16 02:00:00,3403.37,3406.0,3381.6,3384.83,12537.1582,3332.420499999999,,64.55091029295237,37.287461888753874,,,,3509.4787391729565,3332.420499999999,3155.362260827041,,,0.011016051585679008,ranging,0.037500000000000006,False,False,10000.0
2025-01-16 03:00:00,3384.83,3387.88,3346.0,3363.38,20397.5497,3338.9244999999987,,59.826472125450316,37.61550032527146,,,,3510.409588036928,3338.9244999999987,3167.4394119630692,,,0.011183838973078113,ranging,0.037500000000000006,False,False,10000.0
2025-01-16 04:00:00,3363.38,3375.8,3362.0,3375.04,8312.1212,3346.044999999999,,61.47700354639334,35.914393159180655,,,,3510.985871405561,3346.044999999999,3181.1041285944375,,,0.01064117555915801,ranging,0.037500000000000006,False,False,10000.0
2025-01-16 05:00:00,3375.04,3377.5,3366.0,3368.39,6031.7953,3354.4884999999995,,59.963856415192815,34.170507933524895,,,,3505.240829902452,3354.4884999999995,3203.736170097547,,,0.010144463062034056,ranging,0.037500000000000006,False,False,10000.0
2025-01-16 06:00:00,3368.4,3388.44,3363.21,3380.78,8375.8276,3363.0524999999993,,61.84802532366478,33.5319002239874,,,,3498.5767124308995,3363.0524999999993,3227.528287569099,,,0.009918391680022775,ranging,0.037500000000000006,False,False,10000.0
2025-01-16 07:00:00,3380.78,3391.5,3378.0,3384.3,12892.7645,3372.2874999999995,,62.38956710298055,32.1010502079883,,,,3485.3035101711994,3372.2874999999995,3259.2714898287995,,,0.009485285053922023,ranging,0.037500000000000006,False,False,10000.0
2025-01-16 08:00:00,3384.3,3385.84,3303.2,3316.2,39136.7594,3377.9659999999994,,48.1499093300257,35.71097519313202,,,,3464.6612430990886,3377.9659999999994,3291.2707569009103,,,0.010768643384938189,ranging,0.037500000000000006,False,False,10000.0
2025-01-16 09:00:00,3316.21,3338.31,3300.21,3336.23,20061.7705,3379.830499999999,,51.64566833752239,35.88161982219402,,,,3461.0802183935157,3379.830499999999,3298.5807816064826,,,0.010755139730232633,ranging,0.037500000000000006,False,False,10000.0
2025-01-16 10:00:00,3336.22,3342.63,3329.04,3334.05,7719.9561,3380.058999999999,,51.24074979132713,34.289361263465885,,,,3460.7649115308673,3380.058999999999,3299.3530884691304,,,0.010284597190643776,ranging,0.037500000000000006,False,False,10000.0
2025-01-16 11:00:00,3334.06,3356.0,3321.51,3351.27,15050.5856,3380.898999999999,,54.28942913989614,34.303692601789734,,,,3460.023659089463,3380.898999999999,3301.774340910535,,,0.010236027715400352,ranging,0.037500000000000006,False,False,10000.0
2025-01-16 12:00:00,3351.26,3365.16,3341.65,3357.5,20590.1608,3381.7994999999996,,55.37650021904058,33.532714558804734,,,,3459.4141227137834,3381.7994999999996,3304.184877286216,,,0.00998740567648689,ranging,0.037500000000000006,False,False,10000.0
